id,EAP,HPL,MWS
id18262,0.5788,0.1326,0.2886
id08606,0.0043,0.9925,0.0033
id17233,0.8873,0.0701,0.0426
id00101,0.5924,0.3714,0.0362
id12225,0.9765,0.0171,0.0064
id01364,0.0096,0.983,0.0074
id24973,0.9167,0.0073,0.0761
id25363,0.5926,0.0017,0.4058
id10061,0.5026,0.0229,0.4745
id17673,0.0797,0.9112,0.009
id13249,0.0657,0.0228,0.9115
id10107,0.0281,0.0076,0.9643
id04403,0.9421,0.0007,0.0571
id25728,0.8561,0.0214,0.1225
id16184,0.0658,0.0191,0.9151
id03438,0.0098,0.0008,0.9894
id22923,0.0123,0.9869,0.0007
id08610,0.9996,0.0002,0.0002
id25355,0.0077,0.0025,0.9897
id16916,0.5273,0.4123,0.0604
id12793,0.028,0.9651,0.0069
id11859,0.5802,0.0582,0.3615
id02434,0.9998,0.0,0.0002
id27703,0.0014,0.0001,0.9985
id25212,0.2053,0.7613,0.0335
id11308,0.0328,0.0811,0.8861
id26094,0.9909,0.0057,0.0033
id22080,0.962,0.0349,0.0031
id03545,0.9988,0.0011,0.0001
id23725,0.0057,0.0007,0.9936
id12009,0.4768,0.239,0.2842
id24241,0.0334,0.6986,0.2681
id03596,0.0046,0.9937,0.0017
id10749,0.3414,0.588,0.0706
id22794,0.0144,0.0047,0.9809
id15482,0.34,0.6,0.06
id04833,0.95,0.0391,0.0109
id00397,0.0054,0.0001,0.9946
id14691,0.0063,0.0053,0.9884
id05193,0.3208,0.0423,0.6369
id19541,0.9416,0.0173,0.0411
id22166,0.0026,0.0017,0.9957
id20744,0.0162,0.0007,0.9831
id10392,0.0016,0.0024,0.9961
id00770,0.9832,0.0129,0.004
id06018,0.6153,0.3544,0.0304
id15678,0.6691,0.0207,0.3101
id08305,0.9178,0.0677,0.0145
id08903,0.0741,0.0159,0.9101
id14752,0.4108,0.5799,0.0093
id12468,0.1389,0.8524,0.0087
id05085,0.8482,0.1406,0.0112
id21993,0.201,0.0359,0.7631
id15503,0.8983,0.0373,0.0644
id03021,0.0008,0.998,0.0012
id16123,0.9992,0.0005,0.0004
id19383,0.9272,0.0374,0.0354
id04186,0.9927,0.0002,0.0071
id17954,0.0175,0.0005,0.9821
id12030,0.0917,0.0052,0.9031
id13020,0.9785,0.0105,0.011
id25327,0.004,0.9232,0.0728
id16344,0.2484,0.1881,0.5635
id12303,0.0485,0.9376,0.0139
id15017,0.9947,0.0047,0.0005
id22308,0.2177,0.0238,0.7584
id06536,0.001,0.0022,0.9968
id19797,0.1074,0.8669,0.0258
id06332,0.5921,0.2778,0.1301
id22941,0.032,0.0291,0.9389
id13547,0.0079,0.004,0.9881
id06928,0.0029,0.0006,0.9965
id12521,0.7514,0.2127,0.0358
id25716,0.9399,0.0058,0.0543
id27116,0.0099,0.0001,0.99
id19941,0.0523,0.8543,0.0934
id05711,0.0003,0.0001,0.9997
id02097,0.0061,0.0081,0.9858
id03563,0.0346,0.9539,0.0115
id02295,0.0908,0.8961,0.0131
id08179,0.9999,0.0,0.0
id05332,0.0517,0.7768,0.1715
id15697,0.7749,0.021,0.2041
id17026,0.0378,0.0063,0.9559
id04243,0.8443,0.0298,0.1259
id13175,0.9998,0.0001,0.0001
id05387,0.9496,0.0206,0.0298
id19989,0.9213,0.0438,0.0349
id25173,0.1614,0.0074,0.8312
id08925,0.0016,0.9974,0.001
id03034,0.007,0.9092,0.0838
id13272,0.0068,0.9874,0.0058
id07956,0.9569,0.0016,0.0415
id02648,0.0153,0.0079,0.9769
id01778,0.1001,0.0063,0.8936
id12846,0.0009,0.0001,0.999
id19001,0.0811,0.0351,0.8838
id05763,0.5693,0.0515,0.3791
id15590,0.0015,0.0002,0.9984
id04912,0.7789,0.0839,0.1372
id21201,0.8002,0.1421,0.0577
id13215,0.9709,0.0012,0.028
id15612,0.4071,0.5573,0.0356
id18501,0.0622,0.0421,0.8957
id07223,0.8087,0.1571,0.0342
id06707,0.4214,0.1514,0.4271
id05238,0.0012,0.9986,0.0003
id00935,0.0095,0.11,0.8806
id00110,0.8945,0.0035,0.102
id17476,0.8727,0.1142,0.0131
id15170,0.9998,0.0002,0.0001
id13397,0.1692,0.3119,0.5189
id24283,0.5851,0.0864,0.3285
id15234,0.8595,0.1338,0.0067
id16884,0.6216,0.2531,0.1254
id07831,0.518,0.3219,0.1601
id16038,0.8736,0.1159,0.0105
id03629,0.9666,0.0117,0.0217
id21019,0.8363,0.125,0.0388
id21835,0.5541,0.1324,0.3135
id04480,0.2947,0.7046,0.0007
id20838,0.7652,0.1876,0.0471
id24195,0.596,0.1834,0.2206
id05448,0.8801,0.0637,0.0562
id15957,0.1346,0.8564,0.009
id19956,0.0012,0.0002,0.9986
id15104,0.0116,0.0172,0.9711
id17559,0.6713,0.2333,0.0954
id16839,0.1245,0.1266,0.7489
id14493,0.733,0.1325,0.1346
id08833,0.6324,0.0127,0.3548
id15723,0.1657,0.0085,0.8258
id02716,0.9889,0.0014,0.0098
id06689,0.0681,0.8867,0.0452
id18837,0.6125,0.1261,0.2615
id04466,0.9597,0.0249,0.0154
id00686,0.751,0.0333,0.2157
id09010,0.0461,0.9473,0.0066
id23353,0.9093,0.0134,0.0774
id00066,0.759,0.208,0.033
id15724,0.0315,0.9507,0.0178
id23486,0.0642,0.0054,0.9303
id22258,0.003,0.0048,0.9921
id02292,0.7708,0.2045,0.0247
id16356,0.4047,0.0199,0.5754
id00235,0.9428,0.0007,0.0564
id25522,0.0299,0.0022,0.968
id04204,0.1033,0.8868,0.0098
id22016,0.7266,0.074,0.1994
id06480,0.0285,0.9305,0.041
id08718,0.0525,0.0009,0.9466
id05251,0.0004,0.999,0.0006
id03359,0.9311,0.0269,0.0421
id16117,0.0332,0.0004,0.9664
id17000,0.0007,0.9987,0.0006
id01730,0.0195,0.9754,0.0051
id00630,0.7962,0.1827,0.0211
id18175,0.0903,0.0027,0.907
id00907,0.9552,0.0177,0.027
id18251,0.092,0.8967,0.0113
id25861,0.4642,0.4885,0.0472
id00398,0.8613,0.101,0.0378
id27573,0.9967,0.0003,0.003
id10022,0.0231,0.6751,0.3017
id15901,0.1104,0.0021,0.8875
id00451,0.0751,0.0207,0.9042
id23129,0.002,0.9969,0.0011
id26498,0.189,0.7456,0.0654
id14741,0.3173,0.4846,0.1981
id18453,0.0691,0.0269,0.904
id08309,0.8838,0.0901,0.0261
id00320,1.0,0.0,0.0
id07688,0.1868,0.0324,0.7808
id01556,0.0118,0.0028,0.9854
id00178,0.2922,0.0512,0.6565
id18902,0.035,0.0189,0.9461
id27002,0.5811,0.4043,0.0146
id21418,0.9999,0.0001,0.0
id23018,0.0164,0.0708,0.9128
id07032,0.3578,0.0248,0.6174
id16195,0.6261,0.1218,0.2521
id11202,0.0269,0.9684,0.0046
id09578,0.7194,0.0257,0.2549
id26984,0.8635,0.0098,0.1267
id19856,0.0245,0.9743,0.0012
id12086,0.0943,0.0313,0.8745
id12052,0.0447,0.0056,0.9497
id17728,0.0095,0.0126,0.9779
id24608,0.1793,0.0038,0.8168
id21097,0.0598,0.0324,0.9079
id20179,0.0004,0.0,0.9996
id15144,0.2192,0.5987,0.1821
id00206,0.9387,0.0309,0.0304
id22285,0.0018,0.0012,0.997
id06417,0.0691,0.6537,0.2772
id00215,0.2469,0.7386,0.0145
id04201,0.4087,0.003,0.5883
id21771,0.9834,0.0106,0.0059
id12451,0.0053,0.1919,0.8027
id14250,0.112,0.5993,0.2887
id03433,0.1684,0.8037,0.0278
id03303,0.038,0.0018,0.9602
id25901,0.2256,0.3156,0.4588
id06945,0.3359,0.0317,0.6324
id05664,0.6737,0.2391,0.0872
id05741,0.9994,0.0,0.0006
id10652,0.9384,0.024,0.0376
id16300,0.8672,0.0249,0.1078
id12319,0.7155,0.1665,0.118
id07500,0.102,0.8955,0.0025
id12478,0.7519,0.2088,0.0393
id03076,0.0681,0.0022,0.9296
id00969,0.7057,0.1974,0.0969
id23636,0.0201,0.9677,0.0122
id09791,0.09,0.1036,0.8063
id05680,0.0313,0.7528,0.2159
id03672,0.0617,0.7209,0.2174
id04286,0.0122,0.8029,0.1849
id23883,0.0216,0.2019,0.7765
id11914,0.2194,0.011,0.7696
id20974,0.0215,0.9706,0.0078
id26125,0.0807,0.0229,0.8964
id15543,0.1849,0.0038,0.8113
id19471,0.9998,0.0001,0.0001
id11503,0.6722,0.1092,0.2186
id09321,0.014,0.8681,0.1179
id25560,0.0003,0.0011,0.9986
id06726,0.8056,0.0793,0.115
id05709,0.9784,0.0017,0.0199
id09788,0.1052,0.4346,0.4602
id05289,0.9999,0.0001,0.0
id11815,0.0048,0.9893,0.006
id22422,0.9226,0.0502,0.0272
id25954,0.9917,0.0029,0.0054
id13601,0.95,0.0273,0.0226
id05677,0.8959,0.0024,0.1017
id10498,0.0752,0.9229,0.0019
id02665,0.743,0.2226,0.0345
id10114,0.501,0.1953,0.3037
id26314,0.7843,0.1811,0.0345
id21240,0.2079,0.1884,0.6038
id15569,0.9102,0.0426,0.0472
id25928,0.0519,0.0849,0.8632
id22706,0.0118,0.9867,0.0015
id20877,0.0121,0.8736,0.1143
id04318,0.923,0.0126,0.0643
id18299,0.1097,0.6368,0.2535
id08126,0.0346,0.002,0.9634
id14293,0.4261,0.0042,0.5698
id12759,0.9927,0.001,0.0063
id11983,0.2438,0.0623,0.6939
id05580,0.0794,0.8593,0.0613
id25846,0.4157,0.2028,0.3815
id01939,0.7831,0.0655,0.1515
id26327,0.0285,0.8321,0.1394
id11068,0.0011,0.0006,0.9983
id08404,0.9821,0.0015,0.0163
id27189,0.3965,0.6004,0.0031
id15119,0.0415,0.906,0.0525
id26525,0.9966,0.0004,0.003
id03618,0.9664,0.0185,0.0151
id27220,0.9962,0.0024,0.0014
id18777,0.0086,0.0016,0.9898
id20213,0.976,0.0152,0.0088
id20403,0.9831,0.0127,0.0042
id03777,0.0338,0.0302,0.936
id10595,0.1928,0.7725,0.0347
id13816,0.4374,0.0281,0.5345
id05667,0.0164,0.0043,0.9793
id24629,0.789,0.0257,0.1853
id20398,0.2745,0.039,0.6865
id14108,0.0004,0.0002,0.9994
id06196,0.003,0.9963,0.0007
id02800,0.3751,0.5924,0.0325
id18732,0.0004,0.9987,0.0009
id11915,0.2733,0.3222,0.4045
id09739,0.9179,0.0254,0.0567
id24672,0.9934,0.0039,0.0027
id00414,0.0003,0.0015,0.9982
id16307,0.9838,0.0087,0.0075
id14043,0.0588,0.0054,0.9358
id00517,0.0004,0.0,0.9996
id09744,0.9975,0.0017,0.0008
id19257,0.9004,0.0211,0.0786
id15437,0.6111,0.3589,0.03
id16352,0.0117,0.0088,0.9795
id18849,0.8089,0.0756,0.1155
id19434,0.0001,0.9998,0.0001
id17928,0.0302,0.0185,0.9513
id16896,0.0108,0.0048,0.9844
id02135,0.3198,0.2821,0.3981
id15075,0.9893,0.0026,0.0081
id27486,0.0055,0.9929,0.0016
id19422,0.9679,0.0284,0.0037
id09603,0.11,0.6625,0.2275
id02133,0.0274,0.9551,0.0175
id03441,0.5589,0.042,0.399
id02398,0.0069,0.9918,0.0013
id05152,0.4835,0.0038,0.5127
id17838,0.0603,0.0023,0.9374
id25060,0.9986,0.0011,0.0003
id09998,0.0317,0.0115,0.9568
id01828,0.0694,0.9168,0.0138
id25377,0.3658,0.0134,0.6208
id22175,0.2217,0.7707,0.0076
id02974,0.036,0.0221,0.9419
id26955,0.9963,0.0032,0.0005
id21091,0.9279,0.0135,0.0586
id12802,0.8923,0.0978,0.0099
id07432,0.0004,0.9983,0.0013
id18749,0.0672,0.8804,0.0524
id15030,0.001,0.0022,0.9968
id17155,0.0127,0.9867,0.0006
id08128,0.0331,0.9554,0.0115
id25706,0.0237,0.9224,0.0539
id15645,0.9815,0.0159,0.0026
id04943,0.6514,0.0374,0.3113
id27566,0.0034,0.0011,0.9955
id11765,0.1216,0.0883,0.7901
id13783,0.4269,0.3485,0.2246
id00492,0.0013,0.0013,0.9974
id27636,0.0821,0.0211,0.8968
id04273,0.9281,0.0427,0.0293
id02537,0.159,0.0655,0.7755
id24349,0.8077,0.1867,0.0056
id00023,0.0003,0.9987,0.0011
id23025,0.2093,0.7144,0.0762
id08722,0.9333,0.003,0.0637
id02420,0.9995,0.0004,0.0001
id10811,0.9945,0.0017,0.0037
id04019,0.0019,0.0012,0.9969
id18334,0.97,0.0243,0.0057
id16781,0.1835,0.7971,0.0195
id08773,0.8958,0.0987,0.0055
id19214,0.9744,0.0073,0.0182
id09589,0.0038,0.9765,0.0196
id24246,0.8209,0.0327,0.1464
id23577,0.7333,0.2545,0.0122
id09305,0.7775,0.0186,0.2039
id16460,0.0737,0.0178,0.9084
id21115,0.5402,0.2107,0.249
id25996,0.0766,0.4608,0.4627
id02551,0.0021,0.0022,0.9957
id19352,0.0089,0.0,0.9911
id03806,0.0827,0.028,0.8893
id26544,0.988,0.0025,0.0095
id18761,0.9379,0.036,0.0261
id24148,0.1173,0.8735,0.0093
id16095,0.0567,0.9157,0.0276
id18442,0.8445,0.0519,0.1036
id22596,0.0002,0.0,0.9998
id23002,0.0442,0.0053,0.9505
id04797,0.9962,0.0014,0.0024
id06610,0.2205,0.011,0.7684
id16173,0.4441,0.4749,0.081
id18292,0.0268,0.003,0.9703
id27328,0.9754,0.0014,0.0231
id01695,0.0069,0.9841,0.009
id05761,0.1128,0.0021,0.8851
id16354,0.9256,0.0034,0.071
id12207,0.0073,0.3097,0.683
id05665,0.0524,0.014,0.9336
id01911,0.9474,0.0465,0.0061
id19153,0.0662,0.0087,0.9251
id10295,0.4456,0.4044,0.1501
id23038,0.7744,0.1807,0.0449
id23783,0.2466,0.75,0.0034
id27879,0.9588,0.0211,0.02
id19190,0.0038,0.9959,0.0002
id05065,0.9805,0.0154,0.0042
id21296,0.0794,0.878,0.0427
id13262,0.1228,0.3972,0.4801
id10333,0.9707,0.0064,0.0229
id16677,0.2355,0.3691,0.3954
id01392,0.2667,0.0067,0.7266
id27874,0.9078,0.0666,0.0256
id02294,0.0014,0.9973,0.0014
id18298,0.015,0.0652,0.9198
id06997,0.9935,0.0056,0.0009
id05243,0.0953,0.3737,0.531
id00860,0.2535,0.489,0.2575
id26681,0.9982,0.0018,0.0001
id06020,0.0035,0.0,0.9965
id27683,0.9694,0.0126,0.018
id17655,0.0131,0.98,0.0069
id08817,0.0108,0.042,0.9473
id11512,0.0049,0.0025,0.9926
id00478,0.0223,0.0059,0.9718
id02116,0.9045,0.0644,0.0311
id06746,0.8615,0.128,0.0105
id03863,0.1534,0.8166,0.03
id01802,0.2205,0.5632,0.2163
id11682,0.8882,0.0077,0.1041
id04033,0.0099,0.9714,0.0187
id09286,0.2638,0.2467,0.4895
id12904,0.9999,0.0001,0.0
id07420,0.0023,0.0011,0.9967
id22398,0.0009,0.9916,0.0076
id00424,0.246,0.0242,0.7298
id20960,0.9915,0.0068,0.0017
id10267,0.2794,0.3098,0.4108
id19330,0.3827,0.0101,0.6072
id00994,0.0011,0.9963,0.0026
id10785,0.9257,0.0287,0.0456
id00955,0.0398,0.9426,0.0176
id09757,0.0354,0.9611,0.0035
id10030,0.0585,0.3862,0.5553
id22952,0.0574,0.4035,0.5391
id21955,0.0001,0.0016,0.9982
id07674,0.8879,0.0185,0.0936
id13760,0.0031,0.9942,0.0027
id18166,0.9511,0.0151,0.0338
id23498,0.996,0.0036,0.0005
id05296,0.9984,0.0002,0.0015
id26709,0.9904,0.0054,0.0042
id02853,0.9917,0.0064,0.0019
id06800,0.2527,0.2804,0.4669
id14758,0.5576,0.425,0.0174
id12356,0.9968,0.0018,0.0014
id21492,0.9834,0.0107,0.0059
id27540,0.6687,0.0004,0.3309
id07376,0.2405,0.0774,0.6821
id15201,0.1163,0.8499,0.0338
id23388,0.0187,0.9352,0.046
id13923,0.1407,0.7892,0.0701
id00794,0.0088,0.9811,0.0101
id23910,0.0793,0.0714,0.8493
id02556,0.0174,0.0241,0.9586
id22151,0.0718,0.9275,0.0008
id11698,0.0012,0.9959,0.0029
id11627,0.3132,0.0149,0.6718
id06340,0.9999,0.0,0.0
id05123,0.9753,0.0092,0.0155
id26620,0.0194,0.0037,0.9769
id04002,0.0725,0.0387,0.8888
id26554,0.2167,0.0825,0.7008
id18012,0.5086,0.067,0.4244
id12964,0.1542,0.0141,0.8317
id18965,0.0435,0.5844,0.3722
id19082,0.0878,0.0227,0.8895
id26742,0.0236,0.0007,0.9757
id15442,0.0525,0.9018,0.0457
id16647,0.4587,0.2321,0.3092
id11544,0.0392,0.0189,0.9419
id20581,0.502,0.0161,0.4818
id13192,0.1578,0.7662,0.0761
id15814,0.0334,0.0122,0.9545
id26279,0.0395,0.9579,0.0026
id00240,0.9756,0.0126,0.0118
id22836,0.9981,0.0002,0.0017
id15085,0.0066,0.5222,0.4712
id17495,0.465,0.0024,0.5326
id26762,0.5165,0.0246,0.4588
id13685,0.9998,0.0,0.0002
id16560,0.0038,0.9949,0.0013
id17184,0.0022,0.9964,0.0014
id21635,0.9918,0.0023,0.0059
id26751,0.3238,0.4046,0.2716
id12351,0.9814,0.0043,0.0142
id14872,0.1416,0.7394,0.119
id18372,0.9795,0.0112,0.0093
id26851,0.8872,0.091,0.0218
id22659,0.6174,0.3807,0.0018
id04102,0.0113,0.0003,0.9883
id02353,0.0314,0.9606,0.008
id26721,0.9982,0.0016,0.0002
id11171,0.9132,0.0146,0.0722
id13562,0.5125,0.4576,0.0299
id26425,0.6651,0.0818,0.2532
id26394,0.5706,0.106,0.3233
id22187,0.1777,0.7369,0.0854
id00422,0.9995,0.0003,0.0002
id22667,0.0116,0.9884,0.0001
id00911,0.9133,0.0101,0.0766
id17291,0.2648,0.0133,0.7219
id01915,0.0219,0.0297,0.9484
id01434,0.0494,0.0132,0.9374
id01584,0.7466,0.0057,0.2477
id09266,0.9883,0.0035,0.0082
id17494,0.0007,0.9987,0.0007
id24919,0.0545,0.0735,0.8721
id21043,0.0639,0.0006,0.9355
id17796,0.0101,0.9895,0.0004
id02166,0.8185,0.0245,0.157
id17503,0.5873,0.0048,0.4079
id21203,0.1599,0.0927,0.7474
id25626,0.9991,0.0001,0.0008
id09836,0.9953,0.0016,0.003
id24202,0.0045,0.0068,0.9887
id27260,0.9264,0.0252,0.0484
id23167,0.0033,0.0015,0.9952
id10393,0.0035,0.995,0.0015
id01171,0.9268,0.069,0.0042
id06380,0.97,0.0058,0.0242
id22686,0.0369,0.0008,0.9622
id26250,0.0874,0.0328,0.8797
id09315,0.5507,0.3544,0.095
id00886,0.0954,0.8759,0.0287
id03101,0.8764,0.0078,0.1159
id12367,0.5471,0.0368,0.4161
id10770,0.9651,0.0084,0.0265
id14949,0.0017,0.9979,0.0004
id14141,0.364,0.6266,0.0094
id25417,0.5735,0.3177,0.1088
id26873,0.8612,0.0293,0.1094
id10818,0.5743,0.0173,0.4085
id15146,0.8328,0.0095,0.1578
id23328,0.9159,0.0384,0.0457
id16765,0.1582,0.1504,0.6914
id24383,0.9945,0.0005,0.005
id21304,0.9506,0.0384,0.011
id12551,0.0058,0.9925,0.0016
id23274,0.0125,0.0149,0.9726
id08117,0.9006,0.0151,0.0843
id23961,0.9835,0.0055,0.011
id13865,0.0081,0.9896,0.0023
id22807,0.0821,0.0062,0.9117
id08951,0.0305,0.0691,0.9005
id18684,0.9975,0.0019,0.0006
id25179,0.4634,0.3828,0.1538
id27033,0.9554,0.0014,0.0432
id13977,0.0451,0.902,0.0529
id19337,0.0029,0.9544,0.0427
id25764,0.0049,0.9945,0.0006
id16106,0.2977,0.0082,0.6941
id05468,0.0253,0.0011,0.9735
id05241,0.9462,0.0037,0.0501
id10215,0.6517,0.1569,0.1913
id23457,0.0017,0.0097,0.9885
id02200,0.999,0.0008,0.0003
id13714,0.0262,0.9682,0.0057
id20332,0.0,0.0,0.9999
id18573,0.1815,0.1032,0.7153
id08569,0.9997,0.0,0.0002
id22767,0.7002,0.2102,0.0896
id25390,0.1386,0.5066,0.3548
id09288,0.9737,0.0024,0.0239
id12381,0.9973,0.0023,0.0004
id02895,0.0149,0.0018,0.9834
id25270,0.0017,0.0001,0.9982
id14248,0.4294,0.0463,0.5244
id12831,0.9551,0.001,0.0439
id18305,0.7711,0.0121,0.2167
id07805,0.9842,0.0085,0.0073
id14027,0.1189,0.1536,0.7275
id02760,0.4938,0.1064,0.3998
id24362,0.9644,0.0158,0.0199
id17065,0.0137,0.9858,0.0005
id26583,0.0026,0.953,0.0445
id19664,0.9997,0.0002,0.0001
id25145,0.9505,0.0408,0.0087
id17858,0.0504,0.9454,0.0042
id05148,0.1103,0.3559,0.5338
id22928,0.9606,0.0224,0.0171
id21549,0.5269,0.0022,0.4709
id12649,0.1563,0.8287,0.0149
id21597,0.9944,0.0029,0.0027
id27945,0.977,0.0069,0.0161
id00243,0.9971,0.0002,0.0027
id02745,0.7999,0.0311,0.169
id23550,0.0193,0.0081,0.9725
id13023,0.3126,0.0006,0.6868
id24796,0.0136,0.0043,0.9821
id12284,0.0185,0.9743,0.0072
id02664,0.0,0.9976,0.0024
id23767,0.982,0.0139,0.0041
id05859,0.0033,0.7038,0.2929
id14350,0.5791,0.3912,0.0297
id01191,0.5589,0.2973,0.1438
id17034,0.0621,0.0419,0.8959
id25292,0.9394,0.056,0.0047
id22121,0.981,0.0017,0.0173
id20872,0.9988,0.0005,0.0007
id17720,0.0023,0.9953,0.0023
id22658,0.1906,0.802,0.0074
id09567,0.8395,0.1297,0.0308
id16445,0.9875,0.0026,0.0099
id08349,0.0423,0.0639,0.8937
id27437,0.0512,0.0344,0.9144
id03812,0.9972,0.0013,0.0015
id22304,0.5798,0.2434,0.1769
id04449,0.1444,0.8189,0.0366
id15605,0.1958,0.1286,0.6756
id01768,0.8296,0.0243,0.1461
id20019,0.4262,0.4496,0.1242
id09593,0.0203,0.9202,0.0595
id23179,0.8396,0.0193,0.1411
id21279,0.8192,0.0143,0.1665
id06711,0.2725,0.0026,0.7249
id14243,0.003,0.989,0.008
id04839,0.0014,0.0011,0.9975
id17220,0.0112,0.9658,0.023
id24177,0.5425,0.3489,0.1086
id20512,0.4016,0.0122,0.5862
id14036,0.0008,0.9992,0.0001
id25001,0.0258,0.0232,0.9511
id06175,0.0006,0.9977,0.0018
id24720,0.0762,0.8933,0.0305
id08070,0.9043,0.0774,0.0183
id18934,0.9938,0.0053,0.0009
id01338,0.9982,0.0005,0.0013
id19008,0.0013,0.9967,0.0021
id19632,0.1562,0.5394,0.3043
id26224,0.0001,0.0004,0.9995
id08219,0.9783,0.0053,0.0164
id24008,0.0028,0.0001,0.9972
id12475,0.2426,0.6412,0.1163
id05766,0.2763,0.4913,0.2324
id27386,0.0647,0.9299,0.0054
id12476,0.0009,0.9988,0.0002
id08311,0.9802,0.0099,0.0098
id04996,0.7052,0.2907,0.0041
id17350,0.7439,0.1253,0.1308
id05546,0.0093,0.9871,0.0036
id16504,0.0496,0.9325,0.0179
id05782,0.0,0.0001,0.9998
id20560,0.876,0.0927,0.0314
id14171,0.0171,0.0847,0.8982
id27461,0.7261,0.0159,0.258
id03581,0.0704,0.0192,0.9103
id21847,0.1434,0.033,0.8237
id11712,0.3332,0.4553,0.2115
id26738,0.0072,0.0088,0.9839
id13668,0.9944,0.005,0.0005
id15114,0.9894,0.0005,0.0102
id20130,0.2049,0.0896,0.7054
id18331,0.7117,0.0731,0.2151
id24465,0.9997,0.0003,0.0001
id13539,0.7858,0.2027,0.0114
id27564,0.0025,0.9823,0.0152
id26043,0.2816,0.0058,0.7126
id04965,0.0003,0.0009,0.9988
id08645,0.0024,0.0028,0.9948
id26610,0.6862,0.0411,0.2728
id21737,0.4853,0.4945,0.0202
id25784,0.0,0.9995,0.0005
id23030,0.9437,0.0297,0.0266
id16450,0.0238,0.9656,0.0106
id02161,0.254,0.0077,0.7383
id25535,0.997,0.0006,0.0023
id16566,0.9253,0.0081,0.0666
id05714,0.9818,0.011,0.0072
id16524,0.4272,0.4217,0.1511
id23941,0.0031,0.9962,0.0007
id00831,0.0014,0.021,0.9775
id18145,0.2003,0.2706,0.5291
id17227,0.9996,0.0002,0.0002
id09417,0.7859,0.0647,0.1495
id21307,0.7835,0.1781,0.0385
id05650,0.0002,0.9996,0.0002
id23901,0.8816,0.0466,0.0718
id05831,0.9978,0.0001,0.0021
id16708,0.1876,0.764,0.0485
id02281,0.0241,0.1314,0.8445
id11599,0.1906,0.1991,0.6103
id18353,0.0696,0.8707,0.0597
id07413,0.3071,0.6326,0.0602
id15653,0.0046,0.9941,0.0013
id09715,0.0056,0.0001,0.9943
id05108,0.4268,0.5534,0.0198
id09537,0.7955,0.021,0.1836
id27596,0.9654,0.0323,0.0023
id24255,0.166,0.0008,0.8332
id05080,0.0002,0.0001,0.9996
id09484,0.9831,0.0017,0.0152
id14864,0.0227,0.0009,0.9764
id26836,0.8894,0.0107,0.1
id07003,0.7631,0.114,0.1229
id13750,0.0,1.0,0.0
id21799,0.1566,0.2493,0.5941
id11285,1.0,0.0,0.0
id04735,0.9651,0.0182,0.0167
id23049,0.0003,0.0006,0.9991
id05826,0.0606,0.9283,0.0111
id17916,0.776,0.1428,0.0812
id14081,0.0734,0.0009,0.9257
id10527,0.1214,0.0032,0.8754
id16059,0.0369,0.8135,0.1496
id25542,0.9978,0.0019,0.0003
id05402,0.0056,0.0353,0.9591
id01927,0.9534,0.0206,0.026
id27656,0.2973,0.0199,0.6827
id06708,0.2492,0.3226,0.4282
